"","groupid","elapsedtime","sex","age","health","nationality","countryofbirth","educationlevel","studentstatus","totalwords","countCorrect_neutral","countCorrect_low","countCorrect_high","countCorrect_negative","countCorrect_sum","propCorrect_neutral","propCorrect_low","propCorrect_high","propCorrect_negative","countCritical_neutral","countCritical_low","countCritical_high","countCritical_negative","countCritical_sum","propCritical_neutral","propCritical_low","propCritical_high","propCritical_negative","countIntrusion_sum","RCG_countCorrect_neutral","RCG_countCorrect_low","RCG_countCorrect_high","RCG_countCorrect_negative","RCG_countCorrect_sum","RCG_propCorrect_neutral","RCG_propCorrect_low","RCG_propCorrect_high","RCG_propCorrect_negative","RCG_propCorrect_total","RCG_countCritical_neutral","RCG_countCritical_low","RCG_countCritical_high","RCG_countCritical_negative","RCG_countCritical_sum","RCG_propCritical_neutral","RCG_propCritical_low","RCG_propCritical_high","RCG_propCritical_negative","RCG_propCritical_total","RCG_countIntrusion_neutralword","RCG_countIntrusion_lowword","RCG_countIntrusion_highword","RCG_countIntrusion_negativeword","RCG_countIntrusion_sumword","RCG_propIntrusion_neutralword","RCG_propIntrusion_lowword","RCG_propIntrusion_highword","RCG_propIntrusion_negativeword","RCG_propIntrusion_totalword","RCG_countIntrusion_neutrallure","RCG_countIntrusion_lowlure","RCG_countIntrusion_highlure","RCG_countIntrusion_negativelure","RCG_countIntrusion_sumlure","RCG_propIntrusion_neutrallure","RCG_propIntrusion_lowlure","RCG_propIntrusion_highlure","RCG_propIntrusion_negativelure","RCG_propIntrusion_totallure","RCG_countIntrusion_neutral","RCG_countIntrusion_low","RCG_countIntrusion_high","RCG_countIntrusion_negative","RCG_countIntrusion_sum","RCG_propIntrusion_neutral","RCG_propIntrusion_low","RCG_propIntrusion_high","RCG_propIntrusion_negative","RCG_propIntrusion_total","nr_MathProblems","propCorrect_Math","attentioncheck","oldresponse","CEQtotal","DEStotal","differencescorepc","propCorrectoverall","propRCGCorrectoverall","differencescoreh1","differencescoreh1b","differencescoreh1c","differencescoreh2","differencescoreh2b","differencescoreh2c","HRCorrNeu","Z_HRCorrNeu","HRCorrNeg","Z_HRCorrNeg","FAIntNeu","Z_FAIntNeu","FAIntNeg","Z_FAIntNeg","FACritNeu","Z_FACritNeu","FACritNeg","Z_FACritNeg","d_critical_neutral","d_critical_negative","d_unrelated_neutral","d_unrelated_negative","differencescoreh5","differencescoreh5b","c_critical_neutral","c_critical_negative","differencescoreh4","c_unrelated_neutral","c_unrelated_negative","differencescoreh4b","differencescoreh6","differencescoreh7"
"25",1,1651961,"Female",35,0,"South Africa","South Africa","High School Degree or equivalent","No",12,0,0,3,3,3,0,0,0.125,0.0625,0,0,0,0,0,0,0,0,0,9,6,0,5,5,11,0.5,0,0.833333333333333,0.416666666666667,0.458333333333333,2,0,2,2,4,0.5,0,1,0.5,0.5,7,3,4,7,14,0.583333333333333,0.5,0.666666666666667,0.583333333333333,0.583333333333333,1,0,0,0,1,0.25,0,0,0,0.125,8,3,4,7,15,0.5,0.375,0.5,0.4375,0.46875,70,0.442857142857143,1,0.46875,14,71.4285714285714,0,0.03125,0.5,0,0,0.0625,0,-0.5,-0.083333333333333,0.5,0,0.423076923076923,-0.194028142423926,0.5,0,0.441176470588235,-0.147987109725839,0.5,0,0.5,0,0,-0.194028142423926,0,-0.0460410326980874,-0.194028142423926,-0.0460410326980874,0,0.0970140712119631,0.0970140712119631,0,0.171007626074883,0.171007626074883,0,1
"26",2,1471964,"Female",28,0,"Australia","Australia","Bachelor's Degree","No",14,4,0,8,8,12,0.0833333333333333,0,0.333333333333333,0.166666666666667,1,0,0,0,1,0.25,0,0,0,1,5,0,5,5,10,0.416666666666667,0,0.833333333333333,0.416666666666667,0.416666666666667,1,0,2,2,3,0.25,0,1,0.5,0.375,0,1,0,1,1,0,0.166666666666667,0,0.0833333333333333,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.125,0,0.0625,0.03125,71,0.971830985915493,1,0.21875,5,4.64285714285714,0.25,0.125,0.71875,-0.25,-0.25,0.0833333333333333,0.25,-0.25,0,0.423076923076923,-0.194028142423926,0.423076923076923,-0.194028142423926,0.0294117647058824,-1.88950996033343,0.0882352941176471,-1.35170223993066,0.3,-0.524400512708041,0.5,0,0.330372370284114,-0.194028142423926,1.6954818179095,1.15767409750674,-0.524400512708041,-0.537807720402769,0.359214327565983,0.0970140712119631,-0.26220025635402,1.04176905137868,0.772865191177294,-0.268903860201384,0,1
"27",1,1778612,"Female",33,0,"Ireland","Ireland","High School Degree or equivalent","No",24,10,7,2,9,19,0.208333333333333,0.291666666666667,0.0833333333333333,0.1875,1,1,0,1,2,0.25,0.5,0,0.25,3,9,6,4,10,19,0.75,1,0.666666666666667,0.833333333333333,0.791666666666667,4,2,2,4,8,1,1,1,1,1,0,0,1,1,1,0,0,0.166666666666667,0.0833333333333333,0.0416666666666667,0,0,1,1,1,0,0,0.5,0.25,0.125,0,0,2,2,2,0,0,0.25,0.125,0.0625,88,0.954545454545455,1,0.453125,12,7.5,1,0.197916666666667,0.765625,0,0.25,-0.0208333333333333,0,0,0.083333333333333,0.730769230769231,0.615141104595973,0.807692307692308,0.869423773288886,0.0294117647058824,-1.88950996033343,0.147058823529412,-1.04913139796397,0.9,1.2815515655446,0.9,1.2815515655446,-0.666410460948627,-0.412127792255715,2.5046510649294,1.91855517125286,0.254282668692913,-0.586095893676546,-0.948346335070287,-1.07548766941674,-0.127141334346456,0.637184427868728,0.0898538123375426,-0.547330615531186,-0.5,0
"28",1,2487126,"Female",23,0,"South Africa","South Africa","Bachelor's Degree","No",15,6,3,5,8,14,0.125,0.125,0.208333333333333,0.166666666666667,0,0,1,1,1,0,0,0.5,0.25,0,4,5,2,7,11,0.333333333333333,0.833333333333333,0.333333333333333,0.583333333333333,0.458333333333333,2,1,1,2,4,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.5,0.25,0.125,0,0,1,1,1,0,0,0.125,0.0625,0.03125,39,0.948717948717949,1,0.25,6,38.5714285714286,0.5,0.145833333333333,0.71875,0.25,0,0.0416666666666667,0,0,0.25,0.346153846153846,-0.395725295814487,0.576923076923077,0.194028142423926,0.0294117647058824,-1.88950996033343,0.0882352941176471,-1.35170223993066,0.5,0,0.5,0,-0.395725295814487,0.194028142423926,1.49378466451894,1.54573038235459,0.589753438238414,0.0519457178356444,0.197862647907244,-0.0970140712119631,-0.294876719119207,1.14261762807396,0.578837048753368,-0.563780579320591,0.5,0
"29",1,1890915,"Male",32,0,"South Africa","South Africa","Bachelor's Degree","No",17,0,4,1,5,5,0,0.166666666666667,0.0416666666666667,0.104166666666667,0,0,0,0,0,0,0,0,0,12,7,5,3,8,15,0.583333333333333,0.833333333333333,0.5,0.666666666666667,0.625,2,1,2,3,5,0.5,0.5,1,0.75,0.625,7,2,3,5,12,0.583333333333333,0.333333333333333,0.5,0.416666666666667,0.5,1,1,1,2,3,0.25,0.5,0.5,0.5,0.375,8,3,4,7,15,0.5,0.375,0.5,0.4375,0.46875,51,1,1,0.546875,12,50,0,0.0520833333333333,0.546875,0,0,0.104166666666667,0.25,0,0.0833333333333339,0.576923076923077,0.194028142423926,0.653846153846154,0.395725295814487,0.5,0,0.441176470588235,-0.147987109725839,0.5,0,0.7,0.524400512708041,0.194028142423926,-0.128675216893553,0.194028142423926,0.543712405540326,-0.32270335931748,0.3496842631164,-0.0970140712119631,-0.460062904261264,-0.363048833049301,-0.0970140712119631,-0.123869093044324,-0.0268550218323611,0,0.5
"30",1,2112621,"Female",23,0,"South Africa","South Africa","High School Degree or equivalent","No",23,6,7,9,16,22,0.125,0.291666666666667,0.375,0.333333333333333,0,0,0,0,0,0,0,0,0,1,5,6,4,10,15,0.416666666666667,1,0.666666666666667,0.833333333333333,0.625,1,1,1,2,3,0.25,0.5,0.5,0.5,0.375,2,1,1,2,4,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,0.166666666666667,1,0,0,0,1,0.25,0,0,0,0.125,3,1,1,2,5,0.1875,0.125,0.125,0.125,0.15625,45,0.977777777777778,1,0.359375,9,6.42857142857143,0.0625,0.229166666666667,0.734375,0,0,0.208333333333333,0.25,0.25,0.416666666666666,0.423076923076923,-0.194028142423926,0.807692307692308,0.869423773288886,0.205882352941176,-0.82079208833238,0.147058823529412,-1.04913139796397,0.3,-0.524400512708041,0.5,0,0.330372370284114,0.869423773288886,0.626763945908454,1.91855517125286,0.539051403004772,1.2917912253444,0.359214327565983,-0.434711886644443,-0.793926214210426,0.507410115378153,0.0898538123375426,-0.417556303040611,0,0
"31",2,1452060,"Female",28,0,"United Kingdom","United Kingdom","High School Degree or equivalent","No",13,5,5,2,7,12,0.104166666666667,0.208333333333333,0.0833333333333333,0.145833333333333,0,1,0,1,1,0,0.5,0,0.25,0,9,2,2,4,13,0.75,0.333333333333333,0.333333333333333,0.333333333333333,0.541666666666667,1,2,1,3,4,0.25,1,0.5,0.75,0.5,0,0,1,1,1,0,0,0.166666666666667,0.0833333333333333,0.0416666666666667,0,1,0,1,1,0,0.5,0,0.25,0.125,0,1,1,2,2,0,0.125,0.125,0.125,0.0625,45,0.933333333333333,1,0.296875,5,1.42857142857143,0.25,0.125,0.734375,0.25,0.5,0.0416666666666667,0.5,0.75,-0.416666666666667,0.730769230769231,0.615141104595973,0.346153846153846,-0.395725295814487,0.0294117647058824,-1.88950996033343,0.147058823529412,-1.04913139796397,0.3,-0.524400512708041,0.7,0.524400512708041,1.13954161730401,-0.920125808522528,2.5046510649294,0.653406102149484,-2.05966742582654,-1.85124496277992,-0.0453702959439664,-0.0643376084467767,-0.0189673125028103,0.637184427868728,0.722428346889229,0.0852439190205008,-0.5,-0.5
"32",2,2058587,"Female",36,0,"South Africa","South Africa","Bachelor's Degree","Yes",26,11,5,3,8,19,0.229166666666667,0.208333333333333,0.125,0.166666666666667,0,1,1,2,2,0,0.5,0.5,0.5,5,10,4,5,9,19,0.833333333333333,0.666666666666667,0.833333333333333,0.75,0.791666666666667,2,2,2,4,6,0.5,1,1,1,0.75,1,1,1,2,3,0.0833333333333334,0.166666666666667,0.166666666666667,0.166666666666667,0.125,2,1,0,1,3,0.5,0.5,0,0.25,0.375,3,2,1,3,6,0.1875,0.25,0.125,0.1875,0.1875,34,0.941176470588235,1,0.484375,7,8.92857142857143,0.3125,0.197916666666667,0.734375,0.5,0.5,-0.0625,0.5,0.5,-0.083333333333333,0.807692307692308,0.869423773288886,0.730769230769231,0.615141104595973,0.205882352941176,-0.82079208833238,0.205882352941176,-0.82079208833238,0.5,0,0.9,1.2815515655446,0.869423773288886,-0.666410460948627,1.69021586162127,1.43593319292835,-1.53583423423751,-0.254282668692913,-0.434711886644443,-0.948346335070287,-0.513634448425844,-0.0243158424782528,0.102825491868204,0.127141334346456,0,0
"33",2,1650579,"Female",24,0,"South Africa","South Africa","Bachelor's Degree","No",15,9,5,0,5,14,0.1875,0.208333333333333,0,0.104166666666667,0,0,0,0,0,0,0,0,0,1,9,5,3,8,17,0.75,0.833333333333333,0.5,0.666666666666667,0.708333333333333,2,2,0,2,4,0.5,1,0,0.5,0.5,0,1,2,3,3,0,0.166666666666667,0.333333333333333,0.25,0.125,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0.125,0.25,0.1875,0.09375,36,0.888888888888889,1,0.375,12,19.2857142857143,0.5,0.145833333333333,0.78125,0,0,-0.0833333333333333,0,0.5,-0.083333333333333,0.730769230769231,0.615141104595973,0.653846153846154,0.395725295814487,0.0294117647058824,-1.88950996033343,0.205882352941176,-0.82079208833238,0.5,0,0.5,0,0.615141104595973,0.395725295814487,2.5046510649294,1.21651738414687,-0.219415808781486,-1.28813368078254,-0.307570552297987,-0.197862647907244,0.109707904390743,0.637184427868728,0.212533396258947,-0.424651031609782,0,-1
"34",2,1833065,"Female",22,0,"South Africa","South Africa","Bachelor's Degree","Yes",5,4,1,0,1,5,0.0833333333333333,0.0416666666666667,0,0.0208333333333333,0,0,0,0,0,0,0,0,0,0,9,6,5,11,20,0.75,1,0.833333333333333,0.916666666666667,0.833333333333333,3,2,1,3,6,0.75,1,0.5,0.75,0.75,1,3,2,5,6,0.0833333333333334,0.5,0.333333333333333,0.416666666666667,0.25,3,1,2,3,6,0.75,0.5,1,0.75,0.75,4,4,4,8,12,0.25,0.5,0.5,0.5,0.375,67,0.985074626865672,1,0.59375,16,39.2857142857143,0.5,0.0520833333333333,0.65625,0,0,-0.0625,0,0.25,0.166666666666667,0.730769230769231,0.615141104595973,0.884615384615385,1.19837970230692,0.264705882352941,-0.62890421763219,0.5,0,0.7,0.524400512708041,0.7,0.524400512708041,0.0907405918879327,0.673979189598884,1.24404532222816,1.19837970230692,0.583238597710951,-0.0456656199212391,-0.569770808652007,-0.861390107507483,-0.291619298855476,0.00688155651810834,-0.599189851153462,-0.606071407671571,0,-0.5
"35",2,1987399,"Female",36,1,"Saint Lucia","Saint Lucia","Master's Degree","No",11,5,5,0,5,10,0.104166666666667,0.208333333333333,0,0.104166666666667,0,1,0,1,1,0,0.5,0,0.25,0,5,3,2,5,10,0.416666666666667,0.5,0.333333333333333,0.416666666666667,0.416666666666667,1,1,1,2,3,0.25,0.5,0.5,0.5,0.375,1,2,0,2,3,0.0833333333333334,0.333333333333333,0,0.166666666666667,0.125,0,1,0,1,1,0,0.5,0,0.25,0.125,1,3,0,3,4,0.0625,0.375,0,0.1875,0.125,65,0.969230769230769,1,0.265625,9,58.2142857142857,0.1875,0.104166666666667,0.671875,0.25,0.5,0,0.25,0.25,0,0.423076923076923,-0.194028142423926,0.423076923076923,-0.194028142423926,0.0882352941176471,-1.35170223993066,0.205882352941176,-0.82079208833238,0.3,-0.524400512708041,0.5,0,0.330372370284114,-0.194028142423926,1.15767409750674,0.626763945908454,-0.524400512708041,-0.530910151598281,0.359214327565983,0.0970140712119631,-0.26220025635402,0.772865191177294,0.507410115378153,-0.26545507579914,-0.5,0
"36",2,1886982,"Female",23,0,"South Africa","South Africa","High School Degree or equivalent","Yes",18,4,7,0,7,11,0.0833333333333333,0.291666666666667,0,0.145833333333333,1,1,1,2,3,0.25,0.5,0.5,0.5,4,9,6,4,10,19,0.75,1,0.666666666666667,0.833333333333333,0.791666666666667,3,2,2,4,7,0.75,1,1,1,0.875,7,3,3,6,13,0.583333333333333,0.5,0.5,0.5,0.541666666666667,1,1,1,2,3,0.25,0.5,0.5,0.5,0.375,8,4,4,8,16,0.5,0.5,0.5,0.5,0.5,31,0.67741935483871,1,0.65625,12,51.0714285714286,0.25,0.114583333333333,0.5625,0.25,0.25,0.0625,0.25,0.25,0.083333333333333,0.730769230769231,0.615141104595973,0.807692307692308,0.869423773288886,0.5,0,0.5,0,0.7,0.524400512708041,0.9,1.2815515655446,0.0907405918879327,-0.412127792255715,0.615141104595973,0.869423773288886,-0.502868384143648,0.254282668692913,-0.569770808652007,-1.07548766941674,-0.505716860764736,-0.307570552297987,-0.434711886644443,-0.127141334346456,0,0
"37",2,1838513,"Female",23,0,"South Africa","South Africa","High School Degree or equivalent","Yes",29,13,13,2,15,28,0.270833333333333,0.541666666666667,0.0833333333333333,0.3125,1,0,0,0,1,0.25,0,0,0,0,8,5,6,11,19,0.666666666666667,0.833333333333333,1,0.916666666666667,0.791666666666667,1,1,1,2,3,0.25,0.5,0.5,0.5,0.375,0,1,1,2,2,0,0.166666666666667,0.166666666666667,0.166666666666667,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0.125,0.125,0.125,0.0625,17,1,1,0.375,10,37.8571428571429,0.25,0.291666666666667,0.84375,-0.25,-0.25,0.0416666666666667,0.25,0.25,0.25,0.653846153846154,0.395725295814487,0.884615384615385,1.19837970230692,0.0294117647058824,-1.88950996033343,0.147058823529412,-1.04913139796397,0.3,-0.524400512708041,0.5,0,0.920125808522528,1.19837970230692,2.28523525614792,2.2475111002709,0.278253893784397,-0.0377241558770218,0.0643376084467767,-0.599189851153462,-0.663527459600239,0.746892332259471,-0.0746241521714767,-0.821516484430948,0,0
"38",1,1402775,"Female",34,1,"United Kingdom","United Kingdom","High School Degree or equivalent","No",19,11,4,3,7,18,0.229166666666667,0.166666666666667,0.125,0.145833333333333,0,1,0,1,1,0,0.5,0,0.25,0,8,3,3,6,14,0.666666666666667,0.5,0.5,0.5,0.583333333333333,3,1,1,2,5,0.75,0.5,0.5,0.5,0.625,1,0,2,2,3,0.0833333333333334,0,0.333333333333333,0.166666666666667,0.125,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,0.0625,0,0.25,0.125,0.09375,69,0.811594202898551,1,0.34375,11,32.5,0.6875,0.1875,0.71875,0.25,0.5,-0.0833333333333333,-0.25,-0.25,-0.166666666666667,0.653846153846154,0.395725295814487,0.5,0,0.0882352941176471,-1.35170223993066,0.147058823529412,-1.04913139796397,0.7,0.524400512708041,0.5,0,-0.128675216893553,0,1.74742753574515,1.04913139796397,0.128675216893553,-0.698296137781177,-0.460062904261264,0,0.460062904261264,0.477988472058087,0.524565698981986,0.0465772269238985,-0.5,0
"39",1,1424520,"Female",30,1,"United Kingdom","United Kingdom","High School Degree or equivalent","No",19,11,0,3,3,14,0.229166666666667,0,0.125,0.0625,2,0,1,1,3,0.5,0,0.5,0.25,2,8,3,6,9,17,0.666666666666667,0.5,1,0.75,0.708333333333333,3,1,2,3,6,0.75,0.5,1,0.75,0.75,2,0,1,1,3,0.166666666666667,0,0.166666666666667,0.0833333333333333,0.125,2,0,0,0,2,0.5,0,0,0,0.25,4,0,1,1,5,0.25,0,0.125,0.0625,0.15625,103,0.980582524271845,1,0.4375,11,31.0714285714286,0.5,0.145833333333333,0.71875,-0.25,-0.5,-0.166666666666667,0,-0.25,0.083333333333333,0.653846153846154,0.395725295814487,0.730769230769231,0.615141104595973,0.264705882352941,-0.62890421763219,0.0882352941176471,-1.35170223993066,0.7,0.524400512708041,0.7,0.524400512708041,-0.128675216893553,0.0907405918879327,1.02462951344668,1.96684334452663,0.219415808781486,0.942213831079957,-0.460062904261264,-0.569770808652007,-0.109707904390743,0.116589460908851,0.368280567667344,0.251691106758493,0.5,0.5
"40",1,2163642,"Female",28,0,"South Africa","South Africa","Bachelor's Degree","No",6,0,0,5,5,5,0,0,0.208333333333333,0.104166666666667,0,0,0,0,0,0,0,0,0,1,12,5,6,11,23,1,0.833333333333333,1,0.916666666666667,0.958333333333333,1,1,2,3,4,0.25,0.5,1,0.75,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0.958904109589041,1,0.421875,12,12.8571428571429,0.25,0.0520833333333333,0.921875,0,0,0.104166666666667,0.5,0.25,-0.083333333333333,0.961538461538462,1.76882503851871,0.884615384615385,1.19837970230692,0.0294117647058824,-1.88950996033343,0.0294117647058824,-1.88950996033343,0.3,-0.524400512708041,0.7,0.524400512708041,2.29322555122675,0.673979189598884,3.65833499885214,3.08788966264035,-1.61924636162786,-0.570445336211781,-0.622212262905333,-0.861390107507483,-0.23917784460215,0.0603424609073622,0.345565129013253,0.285222668105891,0,0.5
"41",2,1509843,"Female",29,1,"Ireland","Ireland","Master's Degree","No",23,16,3,2,5,21,0.333333333333333,0.125,0.0833333333333333,0.104166666666667,1,0,0,0,1,0.25,0,0,0,1,10,4,4,8,18,0.833333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.75,3,2,1,3,6,0.75,1,0.5,0.75,0.75,3,2,1,3,6,0.25,0.333333333333333,0.166666666666667,0.25,0.25,1,0,1,1,2,0.25,0,0.5,0.25,0.25,4,2,2,4,8,0.25,0.25,0.25,0.25,0.25,72,0.972222222222222,1,0.5,15,37.8571428571429,0.5,0.21875,0.6875,-0.25,-0.25,-0.229166666666667,0,0.25,-0.166666666666666,0.807692307692308,0.869423773288886,0.653846153846154,0.395725295814487,0.264705882352941,-0.62890421763219,0.264705882352941,-0.62890421763219,0.7,0.524400512708041,0.7,0.524400512708041,0.345023260580845,-0.128675216893553,1.49832799092108,1.02462951344668,-0.473698477474399,-0.473698477474399,-0.696912142998463,-0.460062904261264,0.236849238737199,-0.120259777828348,0.116589460908851,0.236849238737199,0,-0.5
"42",1,1782077,"Male",45,0,"South Africa","South Africa","High School Degree or equivalent","No",3,0,0,2,2,2,0,0,0.0833333333333333,0.0416666666666667,0,0,1,1,1,0,0,0.5,0.25,0,6,3,5,8,14,0.5,0.5,0.833333333333333,0.666666666666667,0.583333333333333,1,2,2,4,5,0.25,1,1,1,0.625,1,2,2,4,5,0.0833333333333334,0.333333333333333,0.333333333333333,0.333333333333333,0.208333333333333,1,0,1,1,2,0.25,0,0.5,0.25,0.25,2,2,3,5,7,0.125,0.25,0.375,0.3125,0.21875,39,0.974358974358974,1,0.40625,13,55.7142857142857,0.125,0.0208333333333333,0.65625,0.25,0,0.0416666666666667,0.75,0.75,0.166666666666667,0.5,0,0.653846153846154,0.395725295814487,0.147058823529412,-1.04913139796397,0.323529411764706,-0.457851931012495,0.3,-0.524400512708041,0.9,1.2815515655446,0.524400512708041,-0.885826269730114,1.04913139796397,0.853577226826982,-1.41022678243815,-0.195554171136989,0.26220025635402,-0.838638430679544,-1.10083868703356,0.524565698981986,0.0310633175990038,-0.493502381382982,0.5,0
"43",2,1481830,"Female",41,0,"Ireland","Ireland","Master's Degree","No",53,20,12,15,27,47,0.416666666666667,0.5,0.625,0.5625,2,0,1,1,3,0.5,0,0.5,0.25,3,11,4,5,9,20,0.916666666666667,0.666666666666667,0.833333333333333,0.75,0.833333333333333,3,1,2,3,6,0.75,0.5,1,0.75,0.75,3,0,2,2,5,0.25,0,0.333333333333333,0.166666666666667,0.208333333333333,0,0,0,0,0,0,0,0,0,0,3,0,2,2,5,0.1875,0,0.25,0.125,0.15625,53,0.849056603773585,1,0.484375,6,12.1428571428571,0.5625,0.489583333333333,0.765625,-0.25,-0.5,0.145833333333333,0,-0.25,-0.166666666666667,0.884615384615385,1.19837970230692,0.730769230769231,0.615141104595973,0.205882352941176,-0.82079208833238,0.147058823529412,-1.04913139796397,0.7,0.524400512708041,0.7,0.524400512708041,0.673979189598884,0.0907405918879327,2.0191717906393,1.66427250255994,-0.583238597710951,-0.35489928807936,-0.861390107507483,-0.569770808652007,0.291619298855476,-0.188793806987272,0.216995146683999,0.405788953671271,0.5,0.5
"44",2,1367107,"Male",34,0,"United Kingdom","United Kingdom","High School Degree or equivalent","No",28,10,7,5,12,22,0.208333333333333,0.291666666666667,0.208333333333333,0.25,1,0,1,1,2,0.25,0,0.5,0.25,4,9,3,3,6,15,0.75,0.5,0.5,0.5,0.625,4,2,1,3,7,1,1,0.5,0.75,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0.973451327433628,1,0.34375,7,10,1,0.229166666666667,0.75,0,-0.25,0.0416666666666667,-0.25,0,-0.25,0.730769230769231,0.615141104595973,0.5,0,0.0294117647058824,-1.88950996033343,0.0294117647058824,-1.88950996033343,0.9,1.2815515655446,0.7,0.524400512708041,-0.666410460948627,-0.524400512708041,2.5046510649294,1.88950996033343,0.142009948240587,-0.615141104595973,-0.948346335070287,-0.26220025635402,0.686146078716267,0.637184427868728,0.944754980166715,0.307570552297987,0.5,-0.5
"45",1,1492466,"Female",36,0,"United Kingdom","United Kingdom","Master's Degree","No",35,16,4,8,12,28,0.333333333333333,0.166666666666667,0.333333333333333,0.25,1,0,0,0,1,0.25,0,0,0,6,8,4,3,7,15,0.666666666666667,0.666666666666667,0.5,0.583333333333333,0.625,3,1,2,3,6,0.75,0.5,1,0.75,0.75,0,0,1,1,1,0,0,0.166666666666667,0.0833333333333333,0.0416666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.125,0.0625,0.03125,103,0.980582524271845,1,0.34375,9,11.0714285714286,0.75,0.291666666666667,0.75,-0.25,-0.25,-0.0833333333333333,0,-0.25,-0.0833333333333339,0.653846153846154,0.395725295814487,0.576923076923077,0.194028142423926,0.0294117647058824,-1.88950996033343,0.0882352941176471,-1.35170223993066,0.7,0.524400512708041,0.7,0.524400512708041,-0.128675216893553,-0.330372370284114,2.28523525614792,1.54573038235459,-0.201697153390561,-0.73950487379333,-0.460062904261264,-0.359214327565983,0.100848576695281,0.746892332259471,0.578837048753368,-0.168055283506104,0,0.5
"46",1,1787292,"Male",45,1,"United Kingdom","United Kingdom","Master's Degree","No",20,6,7,3,10,16,0.125,0.291666666666667,0.125,0.208333333333333,1,0,0,0,1,0.25,0,0,0,3,9,5,4,9,18,0.75,0.833333333333333,0.666666666666667,0.75,0.75,2,1,2,3,5,0.5,0.5,1,0.75,0.625,1,0,1,1,2,0.0833333333333334,0,0.166666666666667,0.0833333333333333,0.0833333333333333,1,0,0,0,1,0.25,0,0,0,0.125,2,0,1,1,3,0.125,0,0.125,0.0625,0.09375,52,0.865384615384615,1,0.40625,16,46.7857142857143,0.375,0.166666666666667,0.78125,-0.25,-0.25,0.0833333333333333,0.25,0,0,0.730769230769231,0.615141104595973,0.730769230769231,0.615141104595973,0.147058823529412,-1.04913139796397,0.0882352941176471,-1.35170223993066,0.5,0,0.7,0.524400512708041,0.615141104595973,0.0907405918879327,1.66427250255994,1.96684334452663,-0.524400512708041,0.30257084196669,-0.307570552297987,-0.569770808652007,-0.26220025635402,0.216995146683999,0.368280567667344,0.151285420983345,0,0.5
"47",2,1467277,"Female",39,1,"United Kingdom","United Kingdom","Bachelor's Degree","Yes",53,27,8,11,19,46,0.5625,0.333333333333333,0.458333333333333,0.395833333333333,3,1,1,2,5,0.75,0.5,0.5,0.5,2,10,6,6,12,22,0.833333333333333,1,1,1,0.916666666666667,3,2,1,3,6,0.75,1,0.5,0.75,0.75,0,2,0,2,2,0,0.333333333333333,0,0.166666666666667,0.0833333333333333,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0.25,0,0.125,0.0625,94,0.925531914893617,1,0.46875,5,16.7857142857143,0.75,0.479166666666667,0.84375,-0.25,-0.25,-0.166666666666667,0,0.25,0.166666666666667,0.807692307692308,0.869423773288886,0.961538461538462,1.76882503851871,0.0294117647058824,-1.88950996033343,0.147058823529412,-1.04913139796397,0.7,0.524400512708041,0.7,0.524400512708041,0.345023260580845,1.24442452581067,2.75893373362232,2.81795643648268,0.89940126522982,0.0590227028603612,-0.696912142998463,-1.14661277561337,-0.44970063261491,0.510043093522272,-0.359846820277367,-0.86988991379964,0,-0.5
"48",2,1337503,"Female",21,0,"South Africa","South Africa","High School Degree or equivalent","Yes",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,3,8,16,0.666666666666667,0.833333333333333,0.5,0.666666666666667,0.666666666666667,3,1,1,2,5,0.75,0.5,0.5,0.5,0.625,2,3,3,6,8,0.166666666666667,0.5,0.5,0.5,0.333333333333333,1,1,1,2,3,0.25,0.5,0.5,0.5,0.375,3,4,4,8,11,0.1875,0.5,0.5,0.5,0.34375,59,0.372881355932203,1,0.5,18,45.7142857142857,0.5625,0,0.625,0,0,0,-0.25,-0.25,0,0.653846153846154,0.395725295814487,0.653846153846154,0.395725295814487,0.205882352941176,-0.82079208833238,0.5,0,0.7,0.524400512708041,0.5,0,-0.128675216893553,0.395725295814487,1.21651738414687,0.395725295814487,0.524400512708041,-0.82079208833238,-0.460062904261264,-0.197862647907244,0.26220025635402,0.212533396258947,-0.197862647907244,-0.41039604416619,0,0
